"","Date","City","State","Shape","Duration","Description","Posted","lat","long"
"3564",2019-09-26 22:30:00,"Marietta","GA","Triangle","1","A triangular shaped aircraft with a light on each corner that made no sound and was extremely low flying.",2019-10-04,33.9528472,-84.5496148
"3565",2019-09-26 22:15:00,"Mentor","OH","Light","10 seconds","4 small white lights, equidistant apart, appeared in a straight line that moved at a rapid rate across the night sky.",2019-10-04,41.705045,-81.360386
"3566",2019-09-26 22:00:00,"Hudson","CO","Other","5 minutes","Small cluster of white liights.",2019-10-04,42.7654433,-71.4397167
"3567",2019-09-26 21:54:00,"Aliso Viejo","CA","Unknown","1 minute","Circular white lights.",2019-10-04,33.5761376,-117.7258122
"3568",2019-09-26 21:44:00,"Tucson","AZ","Light",".30 seconds","Green light falling from sky.",2019-10-04,32.2228765,-110.9748477
"3569",2019-09-26 21:30:00,"Mantua","OH","Other","2 minutes","Saw a large, single, bright red/orange/yellow square object in the southern sky moving west to east. Definitely not a plane as it much",2019-10-04,NA,NA
"3570",2019-09-26 21:07:00,"Las Cruces","NM","Circle","15 seconds","I was feeding my dogs at night and saw 4 yellow objects lighting up in the sky in sequence. Then they disappeared. I have a video",2019-10-04,32.3140354,-106.7798078
"3571",2019-09-26 21:00:00,"Las Cruces","NM","Formation","15 seconds","Red light formation.",2019-10-04,32.3140354,-106.7798078
"3572",2019-09-26 20:45:00,"Lusby","MD","Light","3-7 minutes","Two star-like lights, one red and the other blue, situated diagonally from each other before moving around in a circle and vanishing.",2019-10-04,38.3563005,-76.4414308704519
"3573",2019-09-26 19:30:00,"New Berlin","WI","Sphere","10 seconds","I went out on my deck to have a smoke and like always was looking at the so called stars in the area in space near the constellation sh",2019-10-04,42.976453,-88.1090391
"3574",2019-09-26 19:00:00,"Wadesville","IN","Unknown","2 minutes","Red orb very intense light moving north from my position in Posey county.",2019-10-04,38.1025438,-87.7861367
"3575",2019-09-26 18:30:00,"East Canton","OH","Cigar","60 seconds","Large silent craft . 4 lights non blinking . Silent and smooth flying.",2019-10-04,40.7985464,-81.3749508
"3576",2019-09-26 18:15:00,"Farmington","CT","Unknown","7 minutes","One big mothership that emitted two smaller crafts, all changing colors",2019-10-04,44.6402434,-93.1435497
"3577",2019-09-26 12:00:00,"Mills River","NC","Disk","15 seconds","Disc shape moving slowly across sky above highway. Stopped suddenly and faded out very slowly.",2019-10-04,NA,NA
"3578",2019-09-26 10:57:00,"Grand Forks","ND","Circle","1-2 minutes","Dropped altitude fast, circular, blinking lights simultaneously, disappeared after reaching city lights level. ((anonymous report))",2019-10-04,47.9078244,-97.0592028
"3579",2019-09-26 10:28:00,"Norwood","NJ",NA,NA,"MADAR Node 145",2019-10-04,40.9981532,-73.9618039
"3580",2019-09-26 09:18:00,"Northbrook","IL",NA,NA,"MADAR Node 148",2019-10-04,42.12753095,-87.8318799023247
"3581",2019-09-26 09:00:00,"Waikiki (Oahu)","HI","Triangle","1","UFO over Hawaii",2019-12-19,NA,NA
"3582",2019-09-26 08:15:00,"Van Alstyne","TX","Disk","5 minutes","White glowing saucer like UFO moving in and out of wall cloud over Van Alstyne TX",2019-10-04,33.4220266,-96.5764834
"3583",2019-09-26 06:53:00,"West palm beach","FL","Light","3-4 minutes","Bright light in the sky changed from white to red, It started to blink and then disappeared. Object was stationary for 3-4 minutes.",2019-10-04,26.715364,-80.0532942
"3584",2019-09-26 06:25:00,"Wolcott","CT","Chevron","<30 seconds","Chevron shaped UFO with 2 very bright lights on the front flying west to east",2019-10-04,41.6023196,-72.9867718
"3585",2019-09-26 06:01:00,"Sacramento","CA","Triangle","3 minutes","I got up a little after 5am to check my emails and check some things on my pc, went into the main room and let the dogs go out do thing",2019-10-04,38.5810606,-121.4938951
"3586",2019-09-26 05:45:00,"Montrose","CO","Light","15 minutes","Two white flashing lights this morning, over Montrose Co.",2019-10-04,38.4781927,-107.8762771
"3587",2019-09-26 04:45:00,"Redlands","CA","Sphere","90 seconds","HUGE Ball Shape with White Light Ring hovering over 10 Fwy San Bernardino East in early morning hour. AMAZING!!!",2019-10-04,34.055735,-117.1888961
"3588",2019-09-26 04:30:00,"Pass Christian","MS","Other","All evening","Over the last couple months, my partner and I have seen these bright 3 lights from our backyard. They are pretty stationary overnight a",2019-10-04,30.3157527,-89.247543
"3589",2019-09-26 03:00:00,"Reading","PA","Circle","2 hours","Bright, red,white&green flying objects near reading pa",2019-10-04,NA,NA
"3590",2019-09-26 02:20:00,"Hawkinsville","GA","Triangle","90 seconds","Massive triangle at very low altitude and low speed.",2019-10-04,32.2839257,-83.4719948
"3591",2019-09-26 02:10:00,"Hubbardston","MA","Cigar","2 seconds","Black cigar shaped object so black it contrasted the night sky streaks across the sky at high speed and produces no noise",2019-10-04,42.4839084,-72.0046857
"3592",2019-09-26 02:00:00,"Le Roy","IL","Light","Lights","Seen two lights making a clock wise and counter clock wise motion. 1 alternated every 360 degree circle. I seen them over a been field",2019-10-04,40.8777792,-93.5927169
"3593",2019-09-26 01:30:00,"Trinkomalee (Sri Lanka)",NA,"Formation","2-3 minutes","photo magnified may show a person of (alien) in view and strange winding light around mauve object",2019-12-01,NA,NA
"3594",2019-09-26 00:00:00,"East Mountain","TX","Light","1 hour","Three stationary flashing lights in sky.",2019-10-04,32.593754,-94.8554918
"3595",2019-09-25 23:04:00,"Mescalero Indian Reservation","NM","Light","15 seconds","There lights in the sky appeared to be jumping each other to the left for a few seconds,then disappeared.",2019-10-04,NA,NA
"3596",2019-09-25 22:30:00,"Utica","NY","Oval","30 minutes","UFO Mothership shooting a beam of light. 1Min Video",2019-10-04,43.1009031,-75.2326641
"3597",2019-09-25 22:00:00,"Duluth","MN","Light","10 minutes","Large ufo appearance of a star in Duluth, Minnesota.",2019-10-04,46.7729322,-92.1251218
"3598",2019-09-25 22:00:00,"Belleview","FL","Circle","Constant","Every night I take out my dogs out back at dusk, then around 10 PM. I’m a stargazer so I always look up. For the past several days, at",2019-10-04,29.0552578,-82.0623105
"3599",2019-09-25 21:00:00,"Tres Pinos","CA","Light","15-20 seconds","I saw a bright, speeding light, south to north, instantly turn 90 degrees east with no change in velocity.",2019-10-04,36.7899573,-121.321043
"3600",2019-09-25 21:00:00,"Tres Pinos","CA","Light","15-20 seconds","I saw what I thought a satellite in a polar orbit very bright, traveled 30 degrees and instantly turned 90 to the east andinto the eart",2019-10-04,36.7899573,-121.321043
"3601",2019-09-25 21:00:00,"Tabor City","NC","Sphere","1 minute","Two orange lights sat stationary then maneuvered separately at different speeds, behind a tree-line.",2019-10-04,34.1487804,-78.8766916
"3602",2019-09-25 20:30:00,"Venice","FL","Triangle","30-45 seconds","About 8:30 pm I witnessed a large black triangle silently fly NW-SE near the Venice Fl. Airport.",2019-10-04,27.0999188,-82.4543597
"3603",2019-09-25 20:30:00,"Surf City","NC","Sphere","30 minutes","Singular stationary orb splits into multiple orbs.",2019-10-04,34.46505775,-77.5741231529021
"3604",2019-09-25 20:00:00,"Santa Cruz","CA","Light","2 minutes","I went out on my deck to bring my dog inside because she was barking. While waiting for her, I looked up at the clear night sky. I noti",2019-10-04,36.9749416,-122.0285259
"3605",2019-09-25 20:00:00,"Toronto (Canada)","ON","Sphere","1 hour+","Round white light illuminated in cloud cover, hovering and lining up vertically and horizontally.",2019-10-04,NA,NA
"3606",2019-09-25 18:30:00,"Roselle","IL","Flash","2+","Lights/spheres near Chicago city.",2019-10-04,41.9847505,-88.0797933
"3607",2019-09-25 18:15:00,NA,"NJ","Light","1 second","Saw something very bright and very big moving fast (falling?) directly down from the sky in the distance, while driving.",2019-12-01,33.1459352,58.9343554
"3608",2019-09-25 17:00:00,"Janesville","MN","Oval","10-15 second","Bright light in center of bottom of oval object",2019-12-01,44.116078,-93.7080044
"3609",2019-09-25 16:00:00,"Buellton","CA","Egg","5 minutes","Saw two egg shaped oblects flying in opposed directions. A plan flew between them and both disappear.",2019-10-04,34.6134727,-120.1936692
"3610",2019-09-25 14:30:00,"Cooke City","MT","Cigar","15 seconds","Dark and low flying object near Cooke City caught on photo taken whilst travelling to Yellow Stone on HW 212.",2019-12-01,45.020038,-109.933599
"3611",2019-09-25 08:50:00,"Hope","NM","Sphere","15 seconds","Multiple orange orbs aligning in sky then retreat and disappear",2019-10-04,32.810414,-104.7327601
"3612",2019-09-25 08:48:00,"Wichita","KS","Sphere","32 seconds","object manuvering in a lightning storm",2019-10-04,37.6922361,-97.3375448
"3613",2019-09-25 08:45:00,"Brantley","AL","Cylinder","5 minutes","5 Minutes Large white cylinder moving NNE",2019-10-04,31.5823832,-86.2571786
"3614",2019-09-25 08:35:00,"Kearns","UT","Other","10-20 seconds in view","Hovering slowly across the sky over Usana Ampitheater. No lights on the craft.",2019-10-04,40.6597665,-111.9965997
"3615",2019-09-25 06:29:00,"Deerfield Beach","FL","Light","2 minutes","Two minus one magnitude stars suddenly disappear.",2019-10-04,26.318342,-80.0996306
"3616",2019-09-25 05:30:00,"Red Lodge","MT","Unknown","10 minutes","Extremely bright multicolored orb larger than a star appeared to be suspended in the sky at about 30,000 feet.",2019-10-04,45.1859038,-109.2470622
"3617",2019-09-25 04:25:00,"Norris City","IL",NA,NA,"MADAR Node 115",2019-10-04,37.9811576,-88.3292104
"3618",2019-09-25 04:07:00,"Scottsdale","AZ","Teardrop","10 minutes","6 Silver Irregular Flying Objects Zig-Zagging Over Scottsdale, AZ",2019-10-04,33.4942189,-111.9260184
"3619",2019-09-25 04:00:00,"Mayfield","NY","Light","71 minutes","At 04:00 I woke up and went on our back porch i looked up and saw a light flashing purple yellow red all sorts of colors. I work up my",2019-10-04,43.104743,-74.265175
"3620",2019-09-25 03:31:00,"Moorestown","NJ","Circle","10 seconds","My orb in the sky",2019-12-01,39.9670569,-74.9426677
"3621",2019-09-25 01:19:00,"Mt. Vernon","IN",NA,NA,"MADAR Node 119",2019-10-04,38.3172715,-88.9031201
"3622",2019-09-24 23:44:00,"Council Bluffs (outside of)","IA","Light","15 minutes","My Son and Myself had taken His Son to Sioux Falls South Dakota on 9/24/2019.On the way back at 10:34 PM exactly 63 miles from Council",2019-10-04,NA,NA
"3623",2019-09-24 23:00:00,"Artesia","NM","Triangle","30 seconds","ascending lights form triangle",2019-12-01,32.8423345,-104.4032963
"3624",2019-09-24 22:46:00,"Hollywood","CA","Triangle","2 minutes","3 red light shaped as a triangle.",2019-10-04,34.0980031,-118.329523
"3625",2019-09-24 22:42:00,"Franklin","TN","Oval","44119","Saw two craft last night from my backyard. Although the sky was overcast they were in clear sight of stars and a black night sky. The c",2019-10-04,35.925206,-86.8689419
"3626",2019-09-24 22:00:00,"Vero Beach","FL","Triangle","4 seconds","Silent/smooth/glide flight. V shaped, transparent. Lights on it looked like it was a small cluster of dimmed starts in a v shape. We ha",2019-10-04,27.6387163,-80.3975399
"3627",2019-09-24 22:00:00,"Maricopa","AZ","Fireball","3 minutes","3 horizontal fireballs in the sky",2019-10-04,33.058129,-112.0477554
"3628",2019-09-24 21:55:00,"Tucson","AZ","Egg","5 minutes","On my way home just passing the casino del sol, I noticed 2 egg shaped lights faded on and off next to each other. Then Maybe like half",2019-10-04,32.2228765,-110.9748477
"3629",2019-09-24 21:53:00,"Hilton Head","SC","Light","30 seconds/10 minutes","Fixed orange lights in sky, then moving south as a line of 6 lighting up and fading in sequence",2019-10-04,32.1618488,-80.7512616
"3630",2019-09-24 21:50:00,"Carneys Point","NJ","Circle","10 minutes","((NUFORC Note: Witness provides no information about the sighting. PD))",2019-10-04,39.7112247,-75.4701961
"3631",2019-09-24 21:30:00,"Mobile","AL","Fireball","1 minute","Orange, slow-moving fireball seen near Bayou Sara River, Mobile, AL. (2 witnesses)",2019-10-04,30.6943566,-88.0430541
"3632",2019-09-24 21:22:00,"Salem","MA","Formation","10 minutes","Several Balls of light Observed of Salem Ma",2019-12-01,44.9391565,-123.033121
"3633",2019-09-24 21:15:00,"Camden","NY","Light","10 minutes","Bright light off in distance. moving erratically. blinking colors of blue,red, yellow, green. observed thru binoculars",2019-10-04,43.334668,-75.747986
"3634",2019-09-24 21:00:00,"Caledonia (Canada)","ON","Light","1-2 minutes","Ball of light performs quick burn to attain higher altitude.",2019-10-04,NA,NA
"3635",2019-09-24 20:30:00,"Wilmington","IL","Circle","30 minutes","Two lights following perfectly aligned possibly one vechike was seen for 10 minutes front one brighter then the back then disappeared.",2019-10-04,39.7459468,-75.546589
"3636",2019-09-24 20:25:00,"Las Cruces","NM",NA,"10 seconds","Round yellow to orange spheres progressively lighted and dimmed out in sequence, in a straight line (from right to left) over the north",2019-10-04,32.3140354,-106.7798078
"3637",2019-09-24 20:24:00,"New Haven (near)","CT","Other","2 seconds","Troll under the bridge",2019-12-01,NA,NA
"3638",2019-09-24 19:50:00,"Sahuarita","AZ","Triangle","0.41666666666666669","3 lights in triangle formation",2019-10-04,31.9575818,-110.955646
"3639",2019-09-24 19:35:00,"Wabasso Beach","FL","Light","10 minutes","first two yellowish/white lights appear over ocean and were just hovering. then a third light appears. then the first orb slowing goes",2019-10-04,27.7646288,-80.3988016
"3640",2019-09-24 19:30:00,"Washinton","MO","Light","20 minutes","2 extremely bright orange lights in eastern sky south of Washington, MO. in a diagonal line.",2019-10-04,NA,NA
"3641",2019-09-24 19:07:00,"Monument/Larkspur (between)","CO","Chevron","~10 minutes","Chevron between larkspur and castle rock",2019-10-04,NA,NA
"3642",2019-09-24 19:00:00,"Murfreesboro","TN","Triangle","Few minutes","Driving home and saw a weird floating triangle with glowing lights about 200 feet above a small field. We weren't sure what it was so",2019-10-04,35.845999,-86.3920452
"3643",2019-09-24 19:00:00,"Shelton","CT","Light","30-40 minutes","Ball of flashing red/gree/white lights observed moving for 20-30 minutes",2019-10-04,41.31561,-73.1401626288586
"3644",2019-09-24 18:20:00,"Moorestown","NJ","Changing","0.16111111111111112","Two UFOs And three orbs filmed on top of a warehouse.",2019-12-01,39.9670569,-74.9426677
"3645",2019-09-24 11:00:00,"Stephens City","VA","Light","30 seconds","Ball of light",2019-10-04,39.0834398,-78.2180567
"3646",2019-09-24 10:50:00,"Rancho Mirage","CA","Changing","~10 minutes","Strange craft of lights that merged into one seen hovering above the Coachella Valley.",2019-10-04,33.763346,-116.4228596
"3647",2019-09-24 10:35:00,"Paulsboro","NJ","Changing","10 seconds","Looks like a bug, then changed to a capsule.",2019-12-01,39.830391,-75.2404608
"3648",2019-09-24 10:00:00,"New York","NY","Sphere","5mins","Slow moving object with very bright white lights.",2019-12-01,40.7127281,-74.0060152
"3649",2019-09-24 09:32:00,"Orem","UT","Circle","4 seconds","Wow, I’m shocked to my core due to an event that occurred while I was driving on the freeway, I looked up and saw a green hovering ligh",2019-10-04,40.2971825,-111.694943
"3650",2019-09-24 07:20:00,"Worthington","OH","Light","<1 minute","Two bright light appeared out of no where in the clear day sky one after another.",2019-10-04,NA,NA
"3651",2019-09-24 06:35:00,"Indianapolis","IN","Unknown",NA,"((NUFORC Note: Little information provided by witness. PD))",2019-12-19,39.7683331,-86.1583502
"3652",2019-09-24 02:00:00,"Cedar Park","TX","Triangle","7 seconds","Silent, wide and barely visible boomerang shaped object flying west over leander at 2am",2019-10-04,30.5217116,-97.827833
"3653",2019-09-23 23:00:00,"West Indianapolis","IN","Circle",NA,"Saw several circle lights several different times. Last one we saw was rectangular. Very high up in the sky. ((anonymous report))",2019-10-04,39.7683331,-86.1583502
"3654",2019-09-23 22:00:00,"North Mankato","MN","Triangle","3 minutes","It was triangle shape with no lights or sound but still visable to the named eye. I seen only one.",2019-10-04,44.1732996,-94.0338451
"3655",2019-09-23 21:26:00,"Paulsboro","NJ","Circle","45 seconds","Round light dancing",2019-12-01,39.830391,-75.2404608
"3656",2019-09-23 21:24:00,"Baldwin","NY","Fireball","less than minute","Glowing fireball goes over my house",2019-10-04,40.6626725,-73.6103012394796
"3657",2019-09-23 21:00:00,"Slippery Rock","PA","Flash","1 second","Enormous flash of light on a totally clear night. It was so bright it made it look like it was daylight for one full second.It was not",2019-10-04,NA,NA
"3658",2019-09-23 21:00:00,"Interlaken","NY","Circle","4 hours","Bright white light was stationary, turned to Orange/red color and moved up and down and sideways. No noise. Have seen it several nights",2019-10-04,42.6170155,-76.7249502
"3659",2019-09-23 20:00:00,"Minneapolis","MN","Circle","1 minute","Large, round object with rotating orange lights or flame traveling fast from SW to NE across SW Minneapolis",2019-10-04,44.9772995,-93.2654692
"3660",2019-09-23 19:15:00,"Enon","OH","Sphere","5 minutes","I observed a very bright white sphere in atmosphere. It traveled SW to NE across sky. No flashing lights indicative of commercial or mi",2019-10-04,NA,NA
"3661",2019-09-23 19:05:00,"Cassis (France)",NA,"Other","Unknown","Dark ‘disk’ in motion only visible in a photo after noticed in the snapshot.",2019-10-04,NA,NA
"3662",2019-09-23 19:00:00,"Louisville","KY","Rectangle","10 seconds","oblong shiny silver aircraft with no wings flying slowly and relativity low.",2019-10-04,38.2542376,-85.759407
"3663",2019-09-23 13:48:00,"Wake Forest","NC","Triangle","5 seconds or less","Triangular shaped aircraft moves from east to west, makes a vertical loop, then disappears in a crystalline shaped burst.",2019-10-04,35.9803138,-78.5103731
"3664",2019-09-23 11:50:00,"Sherman Oaks","CA","Other","30 minutes","Aircraft hovering over SFV.",2019-10-04,34.1508718,-118.4489865
"3665",2019-09-23 08:14:00,"Bartlett","IL","Changing","30 seconds","A tail like UFO moving from east to west taking on diffent shapes.Then from the east a spherical object enters the frame and moves belo",2019-12-01,41.9908485,-88.1850028
"3666",2019-09-23 07:40:00,"Tinley Park","IL","Circle","15 seconds","Silver/white disc in sky, broad daylight. Did not move then vanished.",2019-10-04,41.5733669,-87.7844944
"3667",2019-09-23 07:00:00,"Reading","PA","Circle","5 minutes","Circle in the sky",2019-10-04,NA,NA
"3668",2019-09-23 06:00:00,"Pikeville","KY","Circle","15 seconds","Me and my kids were waiting on the school bus to from 0640-0645. The sky was clear. No clouds. We were looking at the stars and then we",2019-10-04,37.4792672,-82.5187629
"3669",2019-09-23 02:40:00,"Warwick","RI","Light","4 seconds","Band of dim light moving across sky. ((anonymous report))",2019-10-04,41.7002024,-71.4161108
"3670",2019-09-23 00:00:00,"Walkersville","MD","Sphere","3-5 seconds","I was outside smoking a cigarette and I was star gazing at the southern horizon and I saw what looked like a star orsattelite shoot acr",2019-10-04,39.4862126,-77.3519285
"3671",2019-09-22 23:05:00,"Norristown","PA","Light","15-20 seconds","Bright red and orange, large with clear edges light ball.",2019-10-04,NA,NA
"3672",2019-09-22 23:00:00,"Ely","NV","Light","10 minutes","4-5 bright lights moving south through the valley, disappeared and reappeared",2019-12-01,39.2474858,-114.8937518
"3673",2019-09-22 21:30:00,"Brownwood","TX","Flash",":45","High altitude craft traveling southwest to north east. Star like moving fast then turned into a large green flash then back to star lik",2019-10-04,31.7070026,-98.9831022
"3674",2019-09-22 21:04:00,"Alexandria","VA",NA,NA,"MADAR Node 141",2019-10-04,31.199004,29.894378
"3675",2019-09-22 20:55:00,"Anchorage","AK",NA,"15 minutes","bright light on chugach mountain range moving in southern direction across mountain",2019-10-04,61.2163129,-149.894852
"3676",2019-09-22 20:45:00,"Brownstown Township","MI","Triangle","15-20 seconds","Triangle shaped craft observed flying overhead.",2019-10-04,42.055489,-83.1852953870272
"3677",2019-09-22 20:30:00,"North Royalton","OH","Triangle","2 seconds","triangular objects with orange lights speeding overhead",2019-10-04,41.3136644,-81.7245739
"3678",2019-09-22 20:20:00,"Los Angeles","CA","Sphere","5 minutes","My sister pointed out that something was moving in the sky, and I figured I’d check it out. My sister focused on one of them, and I foc",2019-10-04,34.0536909,-118.242766
"3679",2019-09-22 20:00:00,"North Royalton","OH","Fireball",NA,"Orange round objects- 7- slow speed.",2019-10-04,41.3136644,-81.7245739
"3680",2019-09-22 19:15:00,"Wrightsville Beach","NC","Fireball","10 minutes","A fireball-like object was seen falling for two minutes until it made a sharp 90 degree left turn and exited the field of vision.",2019-10-04,34.2079917,-77.7955907
"3681",2019-09-22 18:50:00,"North Las Vegas","NV","Other","5 minutes","Black thing in the sky, I have a video it was very far and high in the sky it began getting closer and was slowly spinning",2019-10-04,36.2005843,-115.1215844
"3682",2019-09-22 17:20:00,"Fairfax","VA",NA,NA,"MADAR Node 122",2019-10-04,38.8462236,-77.3063733
"3683",2019-09-22 14:48:00,"Saratoga","CA","Rectangle","20 minutes","Large craft, single light, moved upward until out of sight.",2019-10-04,37.2638324,-122.0230146
"3684",2019-09-22 14:00:00,"Red Mountain","AZ","Rectangle","5 seconds","A large shadow of a rectangle or trapezoid shape appeared midway on the southwest side of Mount Mcdowell (aka Red Mountain) in North P",2019-10-04,NA,NA
"3685",2019-09-22 13:45:00,"Red Hill","NM","Light","10-12 seconds","Moving very fast, we saw this bright white object, flying very fast and disappear within 10-12 seconds",2019-10-04,NA,NA
"3686",2019-09-22 13:00:00,"Natick","MA","Triangle","3 seconds","A triangular shaped craft emitted a white ball above jets.",2019-10-04,42.2836393,-71.346996
"3687",2019-09-22 11:00:00,"Maiden","NC","Triangle","Still going","Cloaked triangular craft",2019-10-04,35.5766048,-81.2139216
"3688",2019-09-22 08:20:00,"Billerica","MA","Other","5 minutes","Weird shape with multiple legs extending from object",2019-10-04,42.5584264,-71.268947
"3689",2019-09-22 07:43:00,"Alexander","VA",NA,NA,"MADAR Node 141",2019-10-04,42.8058039,-93.4765943
"3690",2019-09-22 07:20:00,"Piedmont","CA","Circle","10 minutes","I was outside and looked up at the moon and noticed what looked like a bright star meandering west to east. I thought maybe it was a",2019-10-04,37.8243715,-122.231635
"3691",2019-09-22 06:10:00,"Norwood","NJ",NA,NA,"MADAR Node 145",2019-10-04,40.9981532,-73.9618039
"3692",2019-09-22 05:25:00,"Cambridge","OH",NA,NA,"MADAR Node 137",2019-10-04,NA,NA
"3693",2019-09-22 03:30:00,"Boron","CA","Light","3 minutes","I was sitting around a campfire with a group of people about 5 miles off of Route 395 in the Mojave desert. It was around 330am and I h",2019-10-04,35.01992715,-117.667918223799
"3694",2019-09-22 01:30:00,"Hackettstown","NJ","Circle","3-4 seconds","So it passed by at about 22 degrees above horizon moving west to east no sound. Red ball no tail. Traveling in straight horizontal the",2019-10-04,40.8538944,-74.8291638
"3695",2019-09-22 00:05:00,"Madison","WI","Fireball","8 minutes","I saw one fireball at a time come out of the southeast over the treetops flying low-bright slowly heading northwest",2019-10-04,43.074761,-89.3837613
"3696",2019-09-21 23:30:00,"Sherwood Park (Canada)","AB","Chevron","5 seconds","small lights (maybe 12-20) heading N. at extremely high speed in V formation",2019-10-04,NA,NA
"3697",2019-09-21 23:30:00,"Port Gamble","WA","Sphere","50 seconds","Hovering red orb.",2019-10-04,47.8542606,-122.583758
"3698",2019-09-21 23:13:00,"Gallipolis","OH","Circle","8 seconds","Brilliant white opaque circle visits our campsite",2019-10-04,NA,NA
"3699",2019-09-21 23:00:00,"Melrose","MN","Triangle","1 hour","My girlfriend and I were smoking a cigarette on the deck when we noticed a triangular object with 6 lights in the sky above the field w",2019-10-04,45.6746873,-94.8075152
"3700",2019-09-21 23:00:00,"Nashville","TN","Light","30 minutes","Fast moving lights above downtown Nashville. ((NUFORC Note: Possibly advertising lights?? PD))",2019-10-04,36.1622296,-86.7743531
"3701",2019-09-21 22:30:00,"Edisto Island","SC","Sphere","10 minutes","Orange glowing Orb off Edisto Island.",2019-10-04,32.5593516,-80.2950995
"3702",2019-09-21 22:16:00,"Folsom","PA","Sphere","2 minutes","Large orange sphere-shaped object slowly moved across the sky from the NW to NE in Pennsylvania",2019-10-04,33.4540004,-85.5499555
"3703",2019-09-21 21:30:00,"St. George Island","FL","Unknown","15 minutes","UFO sighted moving toward shore on st George island and then another was seen moving away back over the gulf.",2019-10-04,29.666206,-84.8646162
"3704",2019-09-21 21:30:00,"Ingolstadt (Germany)",NA,"Formation","3 minutes","Very Long line of lights many km long.",2019-10-04,NA,NA
"3705",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3706",NA,NA,NA,NA,NA,"Looking like similar to a line of stars to mínimo 5 Times faster as airplane",NA,NA,NA
"3707",2019-09-21 21:19:00,"Clinton","TN","Oval","3 seconds","We observed a oval shaped greenish object in the sky. It was quickly moving from west to east. It moved so fast that it seemed to look",2019-12-01,36.1034126,-84.1318632
"3708",2019-09-21 21:10:00,"Bend","OR","Light","1 minute","Bright white light moving up in the sky at a steady speed, then disappearing. Definitely not a plane or a meteor or a satellite.",2019-10-04,44.0581728,-121.3153096
"3709",2019-09-21 21:00:00,"Marlton","NJ","Unknown","10 seconds","Two different objects, ten minutes apart over New Jersey.",2019-10-04,39.9005585,-74.9338910558902
"3710",2019-09-21 21:00:00,"Farmington","NY","Light","30 seconds","Single white light moving erratically.",2019-10-04,42.98038025,-77.3085459192173
"3711",2019-09-21 21:00:00,"Mankato","SD","Cylinder","2 minutes","9pm saw shiny formation, moved effortlessly, no lights, quiet, then flew out of sight.",2019-10-04,NA,NA
"3712",2019-09-21 21:00:00,"Marlton","NJ","Unknown","10 seconds","At 8:50pm there was an orange/red object with smoke trailing behind moving through the air from W to N, then it disappeared.",2019-10-04,39.9005585,-74.9338910558902
"3713",2019-09-21 20:45:00,"Lakewood","CA","Sphere","5 minutes","Group of non blinking bright white crafts flew synchronously and silently above my house",2019-12-01,33.8503463,-118.1171914
"3714",2019-09-21 20:32:00,"Tucson","AZ","Diamond","8 minutes","Saw some lights in a cluster of lines and faded light, maybe some dot lights. Cluster similar to an uneven diamond.((anonymous report))",2019-10-04,32.2228765,-110.9748477
"3715",2019-09-21 20:30:00,"Roswell","NM","Sphere","20 MINUTES","DRIVING ON HWY TO ROSWELL, NM WE NOTICED SUPER BRIGHT WHITE LIGHTS. TOLD PARTNER TO PULL OVER AS I HAD NEVER SEEN ANY LIGHT THAT BRIGHT",2019-12-01,33.3943282,-104.5229518
"3716",2019-09-21 20:30:00,"Black River Falls","WI","Light","15 seconds","Orange lights fixated above prison below shallow cloud cover",2019-10-04,44.2952152,-90.8484137
"3717",2019-09-21 20:15:00,"Marshall","MO","Triangle","<30 seconds","Three red lights in a triangular shape near Marshall, MO",2019-10-04,39.1230777,-93.1968704
"3718",2019-09-21 20:00:00,"Roswell","GA",NA,"2 minutes","8pm Sept 21 - VERY LOUD Sound that hovered",2019-10-04,34.02332,-84.360022
"3719",2019-09-21 20:00:00,"Hau’ula","HI","Light","15 minutes","My wife and neighbors wife were in our driveway when I was called outside as they observed two moving stars running parallel with each",2019-10-04,21.609712,-157.912249
"3720",2019-09-21 20:00:00,"Ewing","NJ",NA,"2 minutes","I was having my lunch in the parking lot at work. I saw what I though was lighting in the corner of my eye. I kept looking over to see",2019-10-04,40.2688105,-74.8006895
"3721",2019-09-21 19:00:00,"Surprise","AZ","Oval","30 seconds","Silent star-like craft races through northwest valley",2019-10-04,33.6292271,-112.3680189
"3722",2019-09-21 14:15:00,"Virginia Beach","VA","Light","10 minutes","While viewing the NAS Oceana airshow, what looked like a bright, twinkling star was hovering high in the sky over the runway.",2019-10-04,36.8529841,-75.9774183
"3723",2019-09-21 13:30:00,"Nashville","TN","Triangle","2 minutes","I was driving home from work when I turned on my street J saw three floating triangles that had a golden aura above my house.",2019-12-01,36.1622296,-86.7743531
"3724",2019-09-21 12:35:00,"Red Bluff","CA","Oval","30 seconds","Observed oval shaped object in the sky.",2019-10-04,40.1784279,-122.2359236
"3725",2019-09-21 12:24:00,"Irving","TX","Fireball","10-15 minutes","Reddish orbs flying across the sky starting bright then fading out in distance. Coming from SE direction to NE. Event lasted approx 10",2019-10-04,32.8295183,-96.9442177
"3726",2019-09-21 11:15:00,"Enfield","NH","Sphere","5 minutes","White round structure very high very fast and zig zags",2019-10-04,43.6407024,-72.1439629
