"GEOID","county","state","variable","estimate","total","casepercap"
"06019","Fresno","California","pop",67500,38956,57712.5925925926
"48163","Frio","Texas","pop",1100,1140,103636.363636364
"31063","Frontier","Nebraska","pop",900,113,12555.5555555556
"05049","Fulton","Arkansas","pop",1300,561,43153.8461538462
"13121","Fulton","Georgia","pop",57000,41337,72521.0526315789
"17057","Fulton","Illinois","pop",5500,1510,27454.5454545455
"18049","Fulton","Indiana","pop",2000,922,46100
"21075","Fulton","Kentucky","pop",750,300,40000
"36035","Fulton","New York","pop",5600,518,9250
"39051","Fulton","Ohio","pop",4600,1500,32608.6956521739
"42057","Fulton","Pennsylvania","pop",3700,298,8054.05405405405
"31065","Furnas","Nebraska","pop",1200,273,22750
"12039","Gadsden","Florida","pop",3500,3333,95228.5714285714
"31067","Gage","Nebraska","pop",3500,1345,38428.5714285714
"48165","Gaines","Texas","pop",1200,964,80333.3333333333
"17059","Gallatin","Illinois","pop",1000,196,19600
"21077","Gallatin","Kentucky","pop",1100,247,22454.5454545455
"30031","Gallatin","Montana","pop",10000,7499,74990
"39053","Gallia","Ohio","pop",2600,880,33846.1538461539
"48167","Galveston","Texas","pop",20000,14976,74880
"31069","Garden","Nebraska","pop",450,82,18222.2222222222
"08045","Garfield","Colorado","pop",3900,2280,58461.5384615385
"30033","Garfield","Montana","pop",300,65,21666.6666666667
"31071","Garfield","Nebraska","pop",400,106,26500
"40047","Garfield","Oklahoma","pop",6000,4030,67166.6666666667
"49017","Garfield","Utah","pop",950,240,25263.1578947368
"53023","Garfield","Washington","pop",350,55,15714.2857142857
"05051","Garland","Arkansas","pop",5900,3910,66271.186440678
"21079","Garrard","Kentucky","pop",1400,631,45071.4285714286
"24023","Garrett","Maryland","pop",3500,788,22514.2857142857
"40049","Garvin","Oklahoma","pop",4900,1619,33040.8163265306
"48169","Garza","Texas","pop",700,162,23142.8571428571
"29073","Gasconade","Missouri","pop",2200,492,22363.6363636364
"37071","Gaston","North Carolina","pop",18500,10373,56070.2702702703
"37073","Gates","North Carolina","pop",950,220,23157.8947368421
"20061","Geary","Kansas","pop",2500,992,39680
"39055","Geauga","Ohio","pop",8700,2511,28862.0689655172
"16045","Gem","Idaho","pop",1100,1012,92000
"26049","Genesee","Michigan","pop",34000,15379,45232.3529411765
"36037","Genesee","New York","pop",7400,1076,14540.5405405405
"01061","Geneva","Alabama","pop",2900,1250,43103.4482758621
"29075","Gentry","Missouri","pop",1400,421,30071.4285714286
"28039","George","Mississippi","pop",1300,1283,98692.3076923077
"45043","Georgetown","South Carolina","pop",4100,2776,67707.3170731707
"18051","Gibson","Indiana","pop",3900,2113,54179.4871794872
"47053","Gibson","Tennessee","pop",4000,3340,83500
"04007","Gila","Arizona","pop",4200,3076,73238.0952380952
"12041","Gilchrist","Florida","pop",1900,766,40315.7894736842
"47055","Giles","Tennessee","pop",2800,1533,54750
"51071","Giles","Virginia","pop",1800,303,16833.3333333333
"48171","Gillespie","Texas","pop",1800,571,31722.2222222222
"41021","Gilliam","Oregon","pop",400,23,5750
"13123","Gilmer","Georgia","pop",2000,1321,66050
"54021","Gilmer","West Virginia","pop",900,209,23222.2222222222
"08047","Gilpin","Colorado","pop",400,87,21750
"30035","Glacier","Montana","pop",1400,1179,84214.2857142857
"12043","Glades","Florida","pop",1100,675,61363.6363636364
"26051","Gladwin","Michigan","pop",5400,855,15833.3333333333
"13125","Glascock","Georgia","pop",500,81,16200
"48173","Glasscock","Texas","pop",200,44,22000
"06021","Glenn","California","pop",2500,954,38160
"34015","Gloucester","New Jersey","pop",23000,9197,39986.9565217391
"51073","Gloucester","Virginia","pop",2600,514,19769.2307692308
"13127","Glynn","Georgia","pop",4700,4355,92659.5744680851
"26053","Gogebic","Michigan","pop",2700,799,29592.5925925926
"30037","Golden Valley","Montana","pop",300,24,8000
"38033","Golden Valley","North Dakota","pop",350,160,45714.2857142857
"48175","Goliad","Texas","pop",700,179,25571.4285714286
"48177","Gonzales","Texas","pop",2000,1256,62800
"51075","Goochland","Virginia","pop",1700,453,26647.0588235294
"27049","Goodhue","Minnesota","pop",9700,2123,21886.5979381443
"16047","Gooding","Idaho","pop",1400,961,68642.8571428571
"13129","Gordon","Georgia","pop",3500,3542,101200
"56015","Goshen","Wyoming","pop",1600,746,46625
"31073","Gosper","Nebraska","pop",450,107,23777.7777777778
"20063","Gove","Kansas","pop",1100,301,27363.6363636364
"13131","Grady","Georgia","pop",1800,1034,57444.4444444444
"40051","Grady","Oklahoma","pop",7600,2757,36276.3157894737
"33009","Grafton","New Hampshire","pop",11000,553,5027.27272727273
"04009","Graham","Arizona","pop",3700,2242,60594.5945945946
"20065","Graham","Kansas","pop",600,163,27166.6666666667
"37075","Graham","North Carolina","pop",750,275,36666.6666666667
"47057","Grainger","Tennessee","pop",2000,1082,54100
"08049","Grand","Colorado","pop",1000,415,41500
"49019","Grand","Utah","pop",550,304,55272.7272727273
"38035","Grand Forks","North Dakota","pop",8500,8179,96223.5294117647
"50013","Grand Isle","Vermont","pop",1500,39,2600
"26055","Grand Traverse","Michigan","pop",7800,2000,25641.0256410256
"30039","Granite","Montana","pop",550,127,23090.9090909091
"05053","Grant","Arkansas","pop",1800,624,34666.6666666667
"18053","Grant","Indiana","pop",6800,3515,51691.1764705882
"20067","Grant","Kansas","pop",450,766,170222.222222222
"21081","Grant","Kentucky","pop",1800,727,40388.8888888889
"27051","Grant","Minnesota","pop",2200,288,13090.9090909091
"31075","Grant","Nebraska","pop",300,19,6333.33333333333
"35017","Grant","New Mexico","pop",2100,513,24428.5714285714
"38037","Grant","North Dakota","pop",900,156,17333.3333333333
"40053","Grant","Oklahoma","pop",1000,214,21400
"41023","Grant","Oregon","pop",1300,137,10538.4615384615
"46051","Grant","South Dakota","pop",1100,623,56636.3636363636
"53025","Grant","Washington","pop",6400,5083,79421.875
"54023","Grant","West Virginia","pop",1000,405,40500
"55043","Grant","Wisconsin","pop",13500,3752,27792.5925925926
"37077","Granville","North Carolina","pop",4300,2536,58976.7441860465
"26057","Gratiot","Michigan","pop",7800,1681,21551.2820512821
"21083","Graves","Kentucky","pop",2900,1887,65068.9655172414
"20069","Gray","Kansas","pop",1300,448,34461.5384615385
"48179","Gray","Texas","pop",2200,1303,59227.2727272727
"53027","Grays Harbor","Washington","pop",6700,1035,15447.7611940299
"21085","Grayson","Kentucky","pop",2200,953,43318.1818181818
"48181","Grayson","Texas","pop",10000,4547,45470
"51077","Grayson","Virginia","pop",1800,531,29500
"20071","Greeley","Kansas","pop",300,88,29333.3333333333
"31077","Greeley","Nebraska","pop",800,127,15875
"21087","Green","Kentucky","pop",1200,594,49500
"55045","Green","Wisconsin","pop",8200,1726,21048.7804878049
"55047","Green Lake","Wisconsin","pop",4700,1433,30489.3617021277
"54025","Greenbrier","West Virginia","pop",3000,534,17800
"01063","Greene","Alabama","pop",600,435,72500
"05055","Greene","Arkansas","pop",3400,3044,89529.4117647059
"13133","Greene","Georgia","pop",2000,738,36900
"17061","Greene","Illinois","pop",2100,850,40476.1904761905
"18055","Greene","Indiana","pop",3400,1153,33911.7647058823
"19073","Greene","Iowa","pop",1900,538,28315.7894736842
"28041","Greene","Mississippi","pop",1400,615,43928.5714285714
"29077","Greene","Missouri","pop",21500,15354,71413.9534883721
"36039","Greene","New York","pop",4600,710,15434.7826086957
"37079","Greene","North Carolina","pop",2000,1205,60250
"39057","Greene","Ohio","pop",14000,6029,43064.2857142857
"42059","Greene","Pennsylvania","pop",6100,762,12491.8032786885
"47059","Greene","Tennessee","pop",5200,3304,63538.4615384615
"51079","Greene","Virginia","pop",1200,370,30833.3333333333
"04011","Greenlee","Arizona","pop",950,239,25157.8947368421
"51081","Greensville","Virginia","pop",1300,937,72076.9230769231
"21089","Greenup","Kentucky","pop",3800,1470,38684.2105263158
"45045","Greenville","South Carolina","pop",35000,24219,69197.1428571429
"20073","Greenwood","Kansas","pop",1400,227,16214.2857142857
"45047","Greenwood","South Carolina","pop",5100,3094,60666.6666666667
"40055","Greer","Oklahoma","pop",900,277,30777.7777777778
"48183","Gregg","Texas","pop",7800,5199,66653.8461538462
"46053","Gregory","South Dakota","pop",1100,440,40000
"28043","Grenada","Mississippi","pop",1100,1433,130272.727272727
"38039","Griggs","North Dakota","pop",550,259,47090.9090909091
"48185","Grimes","Texas","pop",2200,1388,63090.9090909091
"17063","Grundy","Illinois","pop",5500,2882,52400
"19075","Grundy","Iowa","pop",2700,879,32555.5555555556
"29079","Grundy","Missouri","pop",1700,511,30058.8235294118
"47061","Grundy","Tennessee","pop",1800,800,44444.4444444444
"35019","Guadalupe","New Mexico","pop",350,228,65142.8571428571
"48187","Guadalupe","Texas","pop",11000,4282,38927.2727272727
"39059","Guernsey","Ohio","pop",4300,1077,25046.511627907
"37081","Guilford","North Carolina","pop",37000,16987,45910.8108108108
"12045","Gulf","Florida","pop",1400,1068,76285.7142857143
"08051","Gunnison","Colorado","pop",1300,476,36615.3846153846
"19077","Guthrie","Iowa","pop",2400,768,32000
"13135","Gwinnett","Georgia","pop",44000,40364,91736.3636363636
"46055","Haakon","South Dakota","pop",400,150,37500
"13137","Habersham","Georgia","pop",3700,2403,64945.9459459459
"01065","Hale","Alabama","pop",1400,981,70071.4285714286
"48189","Hale","Texas","pop",3100,4163,134290.322580645
"37083","Halifax","North Carolina","pop",4500,1996,44355.5555555556
"51083","Halifax","Virginia","pop",2700,825,30555.5555555556
"13139","Hall","Georgia","pop",13000,12949,99607.6923076923
"31079","Hall","Nebraska","pop",5300,4738,89396.2264150943
"48191","Hall","Texas","pop",550,83,15090.9090909091
"47063","Hamblen","Tennessee","pop",3600,3679,102194.444444444
"12047","Hamilton","Florida","pop",1700,982,57764.7058823529
"17065","Hamilton","Illinois","pop",850,399,46941.1764705882
"18057","Hamilton","Indiana","pop",18500,14654,79210.8108108108
"19079","Hamilton","Iowa","pop",2500,1165,46600
"20075","Hamilton","Kansas","pop",450,159,35333.3333333333
"31081","Hamilton","Nebraska","pop",2000,571,28550
"36041","Hamilton","New York","pop",950,47,4947.36842105263
"39061","Hamilton","Ohio","pop",63500,33874,53344.8818897638
"47065","Hamilton","Tennessee","pop",25500,18602,72949.0196078431
"48193","Hamilton","Texas","pop",800,298,37250
"46057","Hamlin","South Dakota","pop",1800,484,26888.8888888889
"25013","Hampden","Massachusetts","pop",33500,16457,49125.3731343284
"25015","Hampshire","Massachusetts","pop",15000,2345,15633.3333333333
"54027","Hampshire","West Virginia","pop",1600,353,22062.5
"45049","Hampton","South Carolina","pop",1700,859,50529.4117647059
"13141","Hancock","Georgia","pop",850,530,62352.9411764706
"17067","Hancock","Illinois","pop",3200,981,30656.25
"18059","Hancock","Indiana","pop",4500,2994,66533.3333333333
"19081","Hancock","Iowa","pop",2000,882,44100
"21091","Hancock","Kentucky","pop",1300,312,24000
"23009","Hancock","Maine","pop",7900,250,3164.55696202532
"28045","Hancock","Mississippi","pop",2000,1243,62150
"39063","Hancock","Ohio","pop",6900,2772,40173.9130434783
"47067","Hancock","Tennessee","pop",750,185,24666.6666666667
"54029","Hancock","West Virginia","pop",2200,753,34227.2727272727
"46059","Hand","South Dakota","pop",700,283,40428.5714285714
"51085","Hanover","Virginia","pop",8700,2473,28425.2873563218
"48195","Hansford","Texas","pop",500,236,47200
"46061","Hanson","South Dakota","pop",900,266,29555.5555555556
"13143","Haralson","Georgia","pop",1900,1356,71368.4210526316
"12049","Hardee","Florida","pop",2000,1773,88650
"47069","Hardeman","Tennessee","pop",2800,2288,81714.2857142857
"48197","Hardeman","Texas","pop",550,91,16545.4545454545
"17069","Hardin","Illinois","pop",700,160,22857.1428571429
"19083","Hardin","Iowa","pop",3300,1186,35939.3939393939
"21093","Hardin","Kentucky","pop",7300,4327,59273.9726027397
"39065","Hardin","Ohio","pop",3900,1155,29615.3846153846
"47071","Hardin","Tennessee","pop",2100,1821,86714.2857142857
"48199","Hardin","Texas","pop",3600,1625,45138.8888888889
"35021","Harding","New Mexico","pop",200,6,3000
"46063","Harding","South Dakota","pop",400,75,18750
"54031","Hardy","West Virginia","pop",1000,295,29500
"24025","Harford","Maryland","pop",19000,6164,32442.1052631579
"21095","Harlan","Kentucky","pop",3000,932,31066.6666666667
"31083","Harlan","Nebraska","pop",850,141,16588.2352941176
"40057","Harmon","Oklahoma","pop",550,108,19636.3636363636
"37085","Harnett","North Carolina","pop",14000,4044,28885.7142857143
"41025","Harney","Oregon","pop",1100,102,9272.72727272727
"20077","Harper","Kansas","pop",1200,320,26666.6666666667
"40059","Harper","Oklahoma","pop",500,238,47600
"13145","Harris","Georgia","pop",2500,1052,42080
"48201","Harris","Texas","pop",238000,192127,80725.6302521008
"18061","Harrison","Indiana","pop",3100,1599,51580.6451612903
"19085","Harrison","Iowa","pop",3100,1101,35516.1290322581
"21097","Harrison","Kentucky","pop",1500,496,33066.6666666667
"28047","Harrison","Mississippi","pop",12000,7313,60941.6666666667
"29081","Harrison","Missouri","pop",2000,404,20200
"39067","Harrison","Ohio","pop",2400,279,11625
"48203","Harrison","Texas","pop",4100,1772,43219.5121951219
"54033","Harrison","West Virginia","pop",6500,1463,22507.6923076923
"13147","Hart","Georgia","pop",1700,865,50882.3529411765
"21099","Hart","Kentucky","pop",2000,869,43450
"09003","Hartford","Connecticut","pop",69000,29049,42100
"48205","Hartley","Texas","pop",800,208,26000
"20079","Harvey","Kansas","pop",3300,1842,55818.1818181818
"20081","Haskell","Kansas","pop",750,264,35200
"40061","Haskell","Oklahoma","pop",3000,646,21533.3333333333
"48207","Haskell","Texas","pop",950,96,10105.2631578947
"15001","Hawaii","Hawaii","pop",15500,1618,10438.7096774194
"47073","Hawkins","Tennessee","pop",4500,2071,46022.2222222222
"31085","Hayes","Nebraska","pop",250,43,17200
"48209","Hays","Texas","pop",11500,8321,72356.5217391304
"37087","Haywood","North Carolina","pop",4700,1230,26170.2127659574
"47075","Haywood","Tennessee","pop",1500,1665,111000
"13149","Heard","Georgia","pop",1400,395,28214.2857142857
"48211","Hemphill","Texas","pop",450,248,55111.1111111111
"05057","Hempstead","Arkansas","pop",1900,882,46421.0526315789
"17071","Henderson","Illinois","pop",1300,299,23000
"21101","Henderson","Kentucky","pop",3700,2127,57486.4864864865
"37089","Henderson","North Carolina","pop",8100,3294,40666.6666666667
"47077","Henderson","Tennessee","pop",2000,1918,95900
"48213","Henderson","Texas","pop",7300,2586,35424.6575342466
"18063","Hendricks","Indiana","pop",9800,6996,71387.7551020408
"12051","Hendry","Florida","pop",1800,2508,139333.333333333
"27053","Hennepin","Minnesota","pop",104000,67913,65300.9615384615
"51087","Henrico","Virginia","pop",21000,8467,40319.0476190476
"01067","Henry","Alabama","pop",1700,889,52294.1176470588
"13151","Henry","Georgia","pop",9700,8934,92103.0927835052
"17073","Henry","Illinois","pop",5800,2746,47344.8275862069
"18065","Henry","Indiana","pop",6000,2701,45016.6666666667
"19087","Henry","Iowa","pop",3100,1870,60322.5806451613
"21103","Henry","Kentucky","pop",2000,518,25900
"29083","Henry","Missouri","pop",3100,1112,35870.9677419355
"39069","Henry","Ohio","pop",3700,1120,30270.2702702703
"47079","Henry","Tennessee","pop",2900,1608,55448.275862069
"51089","Henry","Virginia","pop",3800,1933,50868.4210526316
"36043","Herkimer","New York","pop",8000,731,9137.5
"12053","Hernando","Florida","pop",13000,5052,38861.5384615385
"37091","Hertford","North Carolina","pop",4000,993,24825
"38041","Hettinger","North Dakota","pop",700,242,34571.4285714286
"21105","Hickman","Kentucky","pop",500,164,32800
"47081","Hickman","Tennessee","pop",1900,1226,64526.3157894737
"29085","Hickory","Missouri","pop",1100,374,34000
"35023","Hidalgo","New Mexico","pop",600,187,31166.6666666667
"48215","Hidalgo","Texas","pop",39500,43488,110096.202531646
"39071","Highland","Ohio","pop",3700,1176,31783.7837837838
"51091","Highland","Virginia","pop",300,16,5333.33333333333
"12055","Highlands","Florida","pop",6100,3802,62327.868852459
"30041","Hill","Montana","pop",2200,1351,61409.0909090909
"48217","Hill","Texas","pop",5200,1232,23692.3076923077
"12057","Hillsborough","Florida","pop",92500,58749,63512.4324324324
"33011","Hillsborough","New Hampshire","pop",31500,9610,30507.9365079365
"26059","Hillsdale","Michigan","pop",9300,1721,18505.376344086
"28049","Hinds","Mississippi","pop",16500,10279,62296.9696969697
"08053","Hinsdale","Colorado","pop",200,8,4000
"31087","Hitchcock","Nebraska","pop",850,106,12470.5882352941
"39073","Hocking","Ohio","pop",2700,759,28111.1111111111
"48219","Hockley","Texas","pop",3000,1336,44533.3333333333
"20083","Hodgeman","Kansas","pop",500,140,28000
"37093","Hoke","North Carolina","pop",3400,1979,58205.8823529412
"12059","Holmes","Florida","pop",2100,1169,55666.6666666667
"28051","Holmes","Mississippi","pop",2100,1334,63523.8095238095
"39075","Holmes","Ohio","pop",4200,1509,35928.5714285714
"29087","Holt","Missouri","pop",1400,270,19285.7142857143
"31089","Holt","Nebraska","pop",1800,533,29611.1111111111
"15003","Honolulu","Hawaii","pop",90500,15472,17096.1325966851
"48221","Hood","Texas","pop",3700,1622,43837.8378378378
"41027","Hood River","Oregon","pop",1600,414,25875
"31091","Hooker","Nebraska","pop",200,45,22500
"21107","Hopkins","Kentucky","pop",4500,1939,43088.8888888889
"48223","Hopkins","Texas","pop",3700,834,22540.5405405405
"45051","Horry","South Carolina","pop",21500,14963,69595.3488372093
"05059","Hot Spring","Arkansas","pop",2900,2954,101862.068965517
"56017","Hot Springs","Wyoming","pop",700,152,21714.2857142857
"26061","Houghton","Michigan","pop",5500,1558,28327.2727272727
"01069","Houston","Alabama","pop",26500,5410,20415.0943396226
"13153","Houston","Georgia","pop",7400,4915,66418.9189189189
"27055","Houston","Minnesota","pop",4600,734,15956.5217391304
"47083","Houston","Tennessee","pop",1000,599,59900
"48225","Houston","Texas","pop",2200,576,26181.8181818182
"05061","Howard","Arkansas","pop",1200,836,69666.6666666667
"18067","Howard","Indiana","pop",6500,3914,60215.3846153846
"19089","Howard","Iowa","pop",1400,565,40357.1428571429
"24027","Howard","Maryland","pop",21500,8258,38409.3023255814
"29089","Howard","Missouri","pop",1700,511,30058.8235294118
"31093","Howard","Nebraska","pop",1300,358,27538.4615384615
"48227","Howard","Texas","pop",3300,2055,62272.7272727273
"29091","Howell","Missouri","pop",3600,1602,44500
"27057","Hubbard","Minnesota","pop",6300,1171,18587.3015873016
"34017","Hudson","New Jersey","pop",45500,32192,70751.6483516484
"48229","Hudspeth","Texas","pop",350,256,73142.8571428571
"08055","Huerfano","Colorado","pop",650,179,27538.4615384615
"40063","Hughes","Oklahoma","pop",2900,604,20827.5862068966
"46065","Hughes","South Dakota","pop",1600,1657,103562.5
"06023","Humboldt","California","pop",11000,919,8354.54545454545
"19091","Humboldt","Iowa","pop",2000,795,39750
"32013","Humboldt","Nevada","pop",1300,326,25076.9230769231
"28053","Humphreys","Mississippi","pop",950,547,57578.9473684211
"47085","Humphreys","Tennessee","pop",1800,750,41666.6666666667
"48231","Hunt","Texas","pop",7900,2740,34683.5443037975
"34019","Hunterdon","New Jersey","pop",12000,2589,21575
"42061","Huntingdon","Pennsylvania","pop",11000,1767,16063.6363636364
"18069","Huntington","Indiana","pop",4200,1431,34071.4285714286
"26063","Huron","Michigan","pop",9200,827,8989.13043478261
"39077","Huron","Ohio","pop",6000,1781,29683.3333333333
"46067","Hutchinson","South Dakota","pop",1600,576,36000
"48233","Hutchinson","Texas","pop",1900,670,35263.1578947368
"37095","Hyde","North Carolina","pop",300,186,62000
"46069","Hyde","South Dakota","pop",400,125,31250
"19093","Ida","Iowa","pop",1700,523,30764.7058823529
"16049","Idaho","Idaho","pop",2200,797,36227.2727272727
"06025","Imperial","California","pop",11000,16364,148763.636363636
"05063","Independence","Arkansas","pop",3100,2125,68548.3870967742
"12061","Indian River","Florida","pop",7700,5041,65467.5324675325
"42063","Indiana","Pennsylvania","pop",13000,2624,20184.6153846154
"26065","Ingham","Michigan","pop",27000,9323,34529.6296296296
"06027","Inyo","California","pop",2500,304,12160
"26067","Ionia","Michigan","pop",9500,3241,34115.7894736842
"26069","Iosco","Michigan","pop",4900,798,16285.7142857143
"19095","Iowa","Iowa","pop",2300,988,42956.5217391304
"55049","Iowa","Wisconsin","pop",7000,1351,19300
"37097","Iredell","North Carolina","pop",14500,5675,39137.9310344828
"48235","Irion","Texas","pop",250,32,12800
"26071","Iron","Michigan","pop",2700,730,27037.037037037
"29093","Iron","Missouri","pop",1800,237,13166.6666666667
"49021","Iron","Utah","pop",3300,1895,57424.2424242424
"55051","Iron","Wisconsin","pop",2200,426,19363.6363636364
"17075","Iroquois","Illinois","pop",5800,1744,30068.9655172414
"13155","Irwin","Georgia","pop",650,453,69692.3076923077
"26073","Isabella","Michigan","pop",10500,2568,24457.1428571429
"27059","Isanti","Minnesota","pop",6300,1963,31158.7301587302
"53029","Island","Washington","pop",6600,652,9878.78787878788
"51093","Isle of Wight","Virginia","pop",2900,1044,36000
"28055","Issaquena","Mississippi","pop",200,120,60000
"27061","Itasca","Minnesota","pop",9500,1971,20747.3684210526
"28057","Itawamba","Mississippi","pop",1900,1576,82947.3684210526
"05065","Izard","Arkansas","pop",1500,1007,67133.3333333333
"48237","Jack","Texas","pop",1100,253,23000
"01071","Jackson","Alabama","pop",5200,3404,65461.5384615385
"05067","Jackson","Arkansas","pop",2400,1820,75833.3333333333
"08057","Jackson","Colorado","pop",250,22,8800
"12063","Jackson","Florida","pop",5200,3903,75057.6923076923
"13157","Jackson","Georgia","pop",5000,3486,69720
"17077","Jackson","Illinois","pop",5900,2752,46644.0677966102
"18071","Jackson","Indiana","pop",3900,2482,63641.0256410256
"19097","Jackson","Iowa","pop",3200,1474,46062.5
"20085","Jackson","Kansas","pop",2600,697,26807.6923076923
"21109","Jackson","Kentucky","pop",850,667,78470.5882352941
"26075","Jackson","Michigan","pop",16000,7063,44143.75
"27063","Jackson","Minnesota","pop",2900,506,17448.275862069
"28059","Jackson","Mississippi","pop",7500,6566,87546.6666666667
"29095","Jackson","Missouri","pop",53000,17660,33320.7547169811
"37099","Jackson","North Carolina","pop",3200,1409,44031.25
"39079","Jackson","Ohio","pop",2300,1152,50086.9565217391
"40065","Jackson","Oklahoma","pop",3000,1918,63933.3333333333
"41029","Jackson","Oregon","pop",14000,3951,28221.4285714286
"46071","Jackson","South Dakota","pop",500,205,41000
"47087","Jackson","Tennessee","pop",1200,712,59333.3333333333
"48239","Jackson","Texas","pop",1200,813,67750
"54035","Jackson","West Virginia","pop",1600,706,44125
"55053","Jackson","Wisconsin","pop",6400,1758,27468.75
"51095","James City","Virginia","pop",4200,1212,28857.1428571429
"13159","Jasper","Georgia","pop",1200,496,41333.3333333333
"17079","Jasper","Illinois","pop",1300,675,51923.0769230769
"18073","Jasper","Indiana","pop",3000,1622,54066.6666666667
"19099","Jasper","Iowa","pop",5300,2267,42773.5849056604
"28061","Jasper","Mississippi","pop",1200,852,71000
"29097","Jasper","Missouri","pop",10000,5009,50090
"45053","Jasper","South Carolina","pop",1400,1074,76714.2857142857
"48241","Jasper","Texas","pop",1900,558,29368.4210526316
"18075","Jay","Indiana","pop",2600,1114,42846.1538461538
"13161","Jeff Davis","Georgia","pop",850,975,114705.882352941
"48243","Jeff Davis","Texas","pop",200,72,36000
"01073","Jefferson","Alabama","pop",45500,33526,73683.5164835165
"05069","Jefferson","Arkansas","pop",5700,5238,91894.7368421053
"08059","Jefferson","Colorado","pop",47500,21156,44538.9473684211
"12065","Jefferson","Florida","pop",1500,785,52333.3333333333
"13163","Jefferson","Georgia","pop",1600,1006,62875
"16051","Jefferson","Idaho","pop",2500,1584,63360
"17081","Jefferson","Illinois","pop",6800,1941,28544.1176470588
"18077","Jefferson","Indiana","pop",2900,1348,46482.7586206897
"19101","Jefferson","Iowa","pop",1800,734,40777.7777777778
"20087","Jefferson","Kansas","pop",2800,742,26500
"21111","Jefferson","Kentucky","pop",68500,39014,56954.7445255474
"28063","Jefferson","Mississippi","pop",400,371,92750
"29099","Jefferson","Missouri","pop",16000,12336,77100
"30043","Jefferson","Montana","pop",1700,500,29411.7647058824
"31095","Jefferson","Nebraska","pop",1300,371,28538.4615384615
"36045","Jefferson","New York","pop",13500,586,4340.74074074074
"39081","Jefferson","Ohio","pop",7800,1585,20320.5128205128
"40067","Jefferson","Oklahoma","pop",1700,223,13117.6470588235
"41031","Jefferson","Oregon","pop",2500,862,34480
"42065","Jefferson","Pennsylvania","pop",9400,849,9031.91489361702
"47089","Jefferson","Tennessee","pop",4300,2412,56093.023255814
"48245","Jefferson","Texas","pop",17500,10473,59845.7142857143
"53031","Jefferson","Washington","pop",2500,167,6680
"54037","Jefferson","West Virginia","pop",5200,1413,27173.0769230769
"55055","Jefferson","Wisconsin","pop",11000,5788,52618.1818181818
"28065","Jefferson Davis","Mississippi","pop",850,590,69411.7647058823
"13165","Jenkins","Georgia","pop",450,500,111111.111111111
"18079","Jennings","Indiana","pop",1900,1008,53052.6315789474
"46073","Jerauld","South Dakota","pop",400,237,59250
"16053","Jerome","Idaho","pop",1900,1905,100263.157894737
"17083","Jersey","Illinois","pop",2200,1320,60000
"21113","Jessamine","Kentucky","pop",3400,1868,54941.1764705882
"20089","Jewell","Kansas","pop",700,110,15714.2857142857
"48247","Jim Hogg","Texas","pop",400,220,55000
"48249","Jim Wells","Texas","pop",2200,2077,94409.0909090909
"17085","Jo Daviess","Illinois","pop",3500,1094,31257.1428571429
"05071","Johnson","Arkansas","pop",2600,1278,49153.8461538462
"13167","Johnson","Georgia","pop",900,531,59000
"17087","Johnson","Illinois","pop",2300,737,32043.4782608696
"18081","Johnson","Indiana","pop",9000,7315,81277.7777777778
"19103","Johnson","Iowa","pop",11500,9713,84460.8695652174
"20091","Johnson","Kansas","pop",47000,27420,58340.4255319149
"21115","Johnson","Kentucky","pop",1600,798,49875
"29101","Johnson","Missouri","pop",5400,2568,47555.5555555556
"31097","Johnson","Nebraska","pop",1300,321,24692.3076923077
"47091","Johnson","Tennessee","pop",1600,1447,90437.5
"48251","Johnson","Texas","pop",11500,5407,47017.3913043478
"56019","Johnson","Wyoming","pop",550,328,59636.3636363636
"37101","Johnston","North Carolina","pop",10000,7932,79320
"40069","Johnston","Oklahoma","pop",2700,536,19851.8518518519
"13169","Jones","Georgia","pop",1900,804,42315.7894736842
"19105","Jones","Iowa","pop",2800,2344,83714.2857142857
"28067","Jones","Mississippi","pop",3800,3690,97105.2631578947
"37103","Jones","North Carolina","pop",1100,277,25181.8181818182
"46075","Jones","South Dakota","pop",150,62,41333.3333333333
"48253","Jones","Texas","pop",2500,1610,64400
"41033","Josephine","Oregon","pop",5200,567,10903.8461538462
"49023","Juab","Utah","pop",1600,482,30125
"30045","Judith Basin","Montana","pop",600,60,10000
"55057","Juneau","Wisconsin","pop",7300,1939,26561.6438356164
"42067","Juniata","Pennsylvania","pop",4700,745,15851.0638297872
"26077","Kalamazoo","Michigan","pop",22500,9718,43191.1111111111
"26079","Kalkaska","Michigan","pop",3900,377,9666.66666666667
"27065","Kanabec","Minnesota","pop",4700,658,14000
"54039","Kanawha","West Virginia","pop",14000,5785,41321.4285714286
"27067","Kandiyohi","Minnesota","pop",9400,4285,45585.1063829787
"17089","Kane","Illinois","pop",33000,32533,98584.8484848485
"49025","Kane","Utah","pop",750,182,24266.6666666667
"17091","Kankakee","Illinois","pop",11500,8912,77495.652173913
"48255","Karnes","Texas","pop",1600,1007,62937.5
"15007","Kauai","Hawaii","pop",6800,114,1676.47058823529
"48257","Kaufman","Texas","pop",9100,4900,53846.1538461538
"40071","Kay","Oklahoma","pop",8300,1899,22879.5180722892
"31099","Kearney","Nebraska","pop",1100,492,44727.2727272727
"20093","Kearny","Kansas","pop",500,381,76200
"31101","Keith","Nebraska","pop",1300,397,30538.4615384615
